rule_name,spec_text,cp_name_1,coverage_desc_1,cp_name_2,coverage_desc_2,cp_name_3,coverage_desc_3,cp_name_4,coverage_desc_4,cp_name_5,coverage_desc_5,cp_name_6,coverage_desc_6,cp_name_7,coverage_desc_7,cp_name_8,coverage_desc_8,cp_name_9,coverage_desc_9,cp_name_10,coverage_desc_10,cp_name_11,coverage_desc_11,cp_name_12,coverage_desc_12,cp_name_13,coverage_desc_13,cp_name_14,coverage_desc_14,cp_name_15,coverage_desc_15,cp_name_16,coverage_desc_16,cp_name_17,coverage_desc_17,cp_name_18,coverage_desc_18,cp_name_19,coverage_desc_19,cp_name_20,coverage_desc_20,cp_name_21,coverage_desc_21,cp_name_22,coverage_desc_22,cp_name_23,coverage_desc_23,coverage_status,explanation,gaps,cp_name_24,coverage_desc_24,cp_name_25,coverage_desc_25,cp_name_26,coverage_desc_26,cp_name_27,coverage_desc_27,cp_name_28,coverage_desc_28,cp_name_29,coverage_desc_29,cp_name_30,coverage_desc_30,cp_name_31,coverage_desc_31,cp_name_32,coverage_desc_32,cp_name_33,coverage_desc_33,cp_name_34,coverage_desc_34,cp_name_35,coverage_desc_35,cp_name_36,coverage_desc_36
vtype-vstart_op,the vl register is also set to zero.,cp_mstatus_vs_set_dirty_csr,"SmV cp_mstatus_vs_set_dirty_csr uses vsetvli to change vtype, exercising the vsetvli -> vtype update path.",cp_sew_lmul_vset_i_vli,"SmV cp_sew_lmul_vset_i_vli uses vset{i}vli to set all SEW/LMUL combinations, exercising the vtype update mechanism.",cp_sew_lmul_vsetvl,"SmV cp_sew_lmul_vsetvl uses vsetvl with rs2 encoding SEW/LMUL combinations, exercising the vtype update mechanism via vsetvl.",cp_vtype_vill_set_vl_0,"SmV cp_vtype_vill_set_vl_0 verifies that when an unsupported vtype configuration is set, vl is set to zero.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_mstatus_vs_set_dirty_csr, cp_sew_lmul_vset_i_vli, cp_sew_lmul_vsetvl, cp_vtype_vill_set_vl_0) collectively exercise vtype-vstart_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vtype_acc,"The new vtype value is encoded in the immediate fields of vsetvli and vsetivli, and in the rs2 register for vsetvl. ||| The read-only XLEN-wide vector type CSR, vtype provides the default type used to interpret the contents of the vector register file, and can only be updated by vset{i}vl{i} instructions.",cp_ssstrictv_vsetvli_reserved_vsew,"Coverpoint encodes reserved vsew values in the immediate fields of vsetvli/vsetivli, exercising the vtype encoding path through these instructions.",cp_vtype_walking1s,"The coverpoint passes vtype values through rs2 register for vsetvl, testing that all XLEN bits of rs2 are read as the new vtype encoding.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_ssstrictv_vsetvli_reserved_vsew, cp_vtype_walking1s) collectively exercise vtype_acc across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vtype-vill_set,"If the vtype value is not supported by the implementation, then the vill bit is set in vtype, the remaining bits in vtype are set to zero ||| A vtype value with vill set is treated as an unsupported configuration. ||| Implementations must consider all bits of the vtype value to determine if the configuration is supported.  An unsupported value in any location within the vtype value must result in vill being set.",cp_custom_vwholeRegLS_vill,"The coverpoint requires setting vill=1 in vtype as a precondition, testing the state where vill is set",cp_ssstrictv_vfp_eew_unsupported,"Setting SEW=8 for FP operations may result in an unsupported vtype configuration causing vill to be set, which the coverpoint partially exercises.",cp_ssstrictv_vsetvli_reserved_vsew,"Coverpoint verifies that unsupported vtype values (reserved vsew encodings) cause vill to be set, directly testing that an unsupported value in the vtype field results in vill being set.",cp_ssstrictv_vsetvli_lmul_sew_ratio,"Tests that unsupported LMUL/SEW ratio configurations result in vill being set, verifying the vill-setting behavior for unsupported vtype values",cp_ssstrictv_vlmul_100_reserved,"Tests that an unsupported vtype configuration (reserved vlmul=100) results in vill being set, confirming the implementation treats unsupported encodings correctly.",cp_vtype_walking1s,"Walking 1s across all XLEN bits will hit many unsupported/reserved vtype encodings, verifying that implementations consider all bits and set vill for unsupported configurations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_vwholeRegLS_vill, cp_ssstrictv_vfp_eew_unsupported, cp_ssstrictv_vsetvli_reserved_vsew, cp_ssstrictv_vsetvli_lmul_sew_ratio, cp_ssstrictv_vlmul_100_reserved, cp_vtype_walking1s) collectively exercise vtype-vill_set across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vsetvl_op,"When rs1 is not x0, the AVL is an unsigned integer held in the x register specified by rs1, and the new vl value is also written to the x register specified by rd. ||| When rs1=x0 but rd≠x0, the maximum unsigned integer value (~0) is used as the AVL, and the resulting VLMAX is written to vl and also to the x register specified by rd. ||| When rs1=x0 and rd=x0, the instructions operate as if the current vector length in vl is used as the AVL, and the resulting value is written to vl, but not to a destination register.  This form can only be used when VLMAX and hence vl is not actually changed by the new SEW/LMUL ratio.",cp_ssstrictv_vsetvli_x0_x0_reserved,"Tests the rs1=x0, rd=x0 form of vsetvli where the current vl is used as AVL and the constraint that this form can only be used when VLMAX is not changed",cp_ssstrictv_vsetvl_x0_x0_reserved,"Tests the rs1=x0 and rd=x0 form of vsetvl, which per this rule can only be used when VLMAX is not actually changed; the coverpoint verifies the trap when this constraint is violated",cp_vtype_walking1s,"The coverpoint uses vsetvl with rs1 nonzero, exercising the AVL-from-register path where the new vl is written to rd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_ssstrictv_vsetvli_x0_x0_reserved, cp_ssstrictv_vsetvl_x0_x0_reserved, cp_vtype_walking1s) collectively exercise vsetvl_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vtype_vset_rsv,Use of the instructions with a new SEW/LMUL ratio that would result in a change of VLMAX is reserved. Use of the instructions is also reserved if vill was 1 beforehand.,cp_ssstrictv_vsetvli_x0_x0_reserved,"Tests vsetvli x0,x0 when the new SEW/LMUL ratio would change VLMAX, exercising the reserved-use case from the rule.",cp_ssstrictv_vsetvl_x0_x0_reserved,"Tests vsetvl x0,x0 when vill=1 beforehand, verifying the instruction raises an illegal-instruction exception per the second reserved condition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The rule has two reserved conditions: (1) SEW/LMUL change that alters VLMAX, (2) vill=1 beforehand. Both coverpoints map one-to-one to these conditions. Mapping is correct and kept.",No gap; each reserved condition is directly exercised.,,,,,,,,,,,,,,,,,,,,,,,,,,
vsetivli_op,"For the vsetivli instruction, the AVL is encoded as a 5-bit zero-extended immediate (0&#8212;&#8203;31) in the rs1 field.",cp_sew_lmul_vset_i_vli,"SmV cp_sew_lmul_vset_i_vli crosses eSEW={8/16/32/64} with mLMUL={f8/f4/f2/1/2/4/8} for vsetivli, testing all vtype configurations.",cp_vsetivli_avl_corners,SmV cp_vsetivli_avl_corners tests vsetivli with all 32 immediate values (0-31) crossed with all supported SEW values.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_sew_lmul_vset_i_vli, cp_vsetivli_avl_corners) collectively exercise vsetivli_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vl_val,"The vset{i}vl{i} instructions first set VLMAX according to their vtype argument, then set vl obeying the following constraints: ||| vl = AVL if AVL ≤ VLMAX ceil(AVL / 2) ≤ vl ≤ VLMAX if AVL &lt; (2 * VLMAX) vl = VLMAX if AVL ≥ (2 * VLMAX) Deterministic on any given implementation for same input AVL and VLMAX values These specific properties follow from the prior rules:  vl = 0 if  AVL = 0 vl &gt; 0 if AVL &gt; 0 vl ≤ VLMAX vl ≤ AVL a value read from vl when used as the AVL argument to vset{i}vl{i} results in the same value in vl, provided the resultant VLMAX equals the value of VLMAX at the time that vl was read",cp_vl_0,"cp_vl_0 requires setting vl=0 via vsetvl with AVL=0, exercising the property 'vl = 0 if AVL = 0'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vl_0 coverpoint exercises vl_val, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
VECTOR_LS_VSTART,All vector loads and stores may generate and accept a non-zero vstart value.,cp_exceptionsv_address_fault,"Triggers an address fault mid-vector-load/store, causing hardware to generate a non-zero vstart value pointing to the faulting element, directly testing the 'generate non-zero vstart' half of the rule.",cp_custom_maskLS_prestart_no_exception,"Resumes a masked load/store with a non-zero vstart, confirming the instruction accepts the non-zero vstart and processes elements from that index without exception.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,The rule requires LS instructions both generate (via fault) and accept (on restart) non-zero vstart. cp_exceptionsv_address_fault covers generation; cp_custom_maskLS_prestart_no_exception covers acceptance. Mapping is correct and kept.,Resumption from a stored vstart on a real trap-and-resume path is not exercised in unprivileged tests.,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_base_stride_regtype,Vector load/store base registers and strides are taken from the GPR x registers.,cp_rs1,"cp_rs1 exercises all GPR x registers as rs1 for vector load/store instructions, partially verifying that base registers are taken from the GPR x registers.",cp_rs2,"cp_rs2 exercises all 32 GPR x registers (rs2=x0-x31) as the stride source for vector load/store instructions, partially covering the rule that strides are taken from GPR x registers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1, cp_rs2) collectively exercise vector_ls_base_stride_regtype across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_base,The base effective address for all vector accesses is given by the contents of the x register named in rs1.,cp_custom_maskLS_prestart_no_exception,"The coverpoint sets rs1=0 as the base effective address to create a scenario where element 0 would fault, testing base address behavior",cp_custom_ls_indexed_zero_extended_sew{8/16},The coverpoint loads a base address into rs1 and verifies that indexed operations use this as the base effective address to which the zero-extended offset is added.,cp_rs1,"cp_rs1 exercises all 32 scalar x registers (rs1=0-31) including for vector load/store instructions, covering that the base effective address is given by the contents of the x register named in rs1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_maskLS_prestart_no_exception, cp_custom_ls_indexed_zero_extended_sew{8/16}, cp_rs1) collectively exercise vector_ls_base across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_unit-stride_op,Vector unit-stride operations access elements stored contiguously in memory starting from the base effective address.,cp_masking_edges,"Edge coverpoint cp_masking_edges on [vle16.v, vle16ff.v, vle32.v, vle32ff.v, vle64.v, ... (12 total)] tests vector_ls_unit-stride_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_masking_edges coverpoint exercises vector_ls_unit-stride_op, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_constant-stride_op,"Vector constant-stride operations access the first memory element at the base effective address, and then access subsequent elements at address increments given by the byte offset contained in the x register specified by rs2.",cp_rs2,"cp_rs2 exercises all 32 GPR x registers as the rs2 stride operand for constant-stride load/store instructions (vlse8.v, vlse16.v, etc.), partially covering the rule that subsequent elements are accessed at byte offsets from the x register specified by rs2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_rs2 coverpoint exercises vector_ls_constant-stride_op, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_strided_EEW,Vector memory unit-stride and constant-stride operations directly encode EEW of the data to be transferred statically in the instruction to reduce the number of vtype changes when accessing memory in a mixed-width routine.,cp_exceptionsv_LS_stdtrapvec,"Tests EEW encoding behavior for unit-stride and constant-stride operations, verifying unsupported widths raise exceptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_exceptionsv_LS_stdtrapvec coverpoint exercises vector_ls_strided_EEW, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_seg_unit-stride_vd_vs3,"For loads, the vd register will hold the first field loaded from the segment.  For stores, the vs3 register is read to provide the first field to be stored to each segment.",cp_vs3,"cp_vs3 directly tests the vs3 source register for segment store instructions (vsseg*), covering the rule that vs3 provides the first field to be stored to each segment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs3 coverpoint exercises vector_ls_seg_unit-stride_vd_vs3, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_scalar_missaligned_independence,Support for misaligned vector memory accesses is independent of an implementation&#8217;s support for misaligned scalar memory accesses.,implicit,Rule states a definition or permitted implementation behavior; no concrete test possible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,The rule declares an architectural independence property: misaligned vector and scalar support are orthogonal implementation decisions. There is no required behavior that can be probed in a portable test without knowing implementation capabilities.,Full verification requires knowing the implementation's scalar misaligned support and testing vector misaligned behavior independently.,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_scalar_missaligned_dependence,Vector misaligned memory accesses follow the same rules for atomicity as scalar misaligned memory accesses.,cp_ssstrictv_ls_element_misaligned,"Exercises vector memory accesses with element addresses that are not naturally aligned, confirming the implementation handles them consistently with its atomicity rules (exception or success).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"Previous mapping was cp_asm_count (too generic). cp_ssstrictv_ls_element_misaligned specifically exercises the misaligned element path which is the exact code path where this rule's atomicity semantics apply. The atomicity outcome (exception or silent success) must match scalar rules, and this coverpoint exercises the misaligned path.",Atomicity itself cannot be fully verified in a single-hart sequential test; multi-hart infrastructure would be needed for full verification.,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_seg_indexed_unordered,"However, even for the ordered form, accesses to the fields within an individual segment are not ordered with respect to each other.",cp_asm_count,Verifies that indexed segment load/store instructions execute to completion; field-level intra-segment ordering is a microarchitectural property that cannot be observed from a sequential single-hart test.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,Intra-segment access ordering is not observable in a sequential single-hart test without memory monitoring hardware. cp_asm_count ensures the instructions at least execute without fault; no stronger verification is possible at this scope.,Memory subsystem-level tests would be needed to confirm unordered vs. ordered field access patterns.,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ff_op,"If element 0 raises an exception, vl is not modified, and the trap is taken.  If an element &gt; 0 raises an exception, the corresponding trap is not taken, and the vector length vl is reduced to the index of the element that would have raised an exception.",cp_exceptionsv_ffLS_first_elm_trap,"Tests that when element 0 raises an exception, the trap is taken, directly covering the first clause of this rule.",cp_custom_ffLS_update_vl,"Coverpoint directly tests that when element > 0 raises an exception, the trap is not taken and vl is reduced to the index of that element",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_exceptionsv_ffLS_first_elm_trap, cp_custom_ffLS_update_vl) collectively exercise vector_ff_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_indexed_op,"Vector indexed operations add the contents of each element of the vector offset operand specified by vs2 to the base effective address to give the effective address of each element.  The data vector register group has EEW=SEW, EMUL=LMUL, while the offset vector register group has EEW encoded in the instruction and EMUL=(EEW/SEW)*LMUL.",cp_custom_ls_indexed_zero_extended_sew{8/16},"The coverpoint exercises indexed load operations by adding vector offset elements (vs2) to the base effective address (rs1), verifying the correct effective address computation with zero-extended offsets.",cp_custom_ls_indexed_truncated,"The coverpoint exercises vector indexed operations by adding vs2 element contents to the base effective address, verifying the address computation works correctly after truncation.",cp_ssstrictv_ls_idx_emul_gt8,"Coverpoint exercises indexed load/store operations where the offset vector register group EMUL=(EEW/SEW)*LMUL exceeds the allowed range, testing the EMUL calculation for indexed operations.",cp_ssstrictv_ls_idx_emul_lt_f8,Exercises indexed load/store operations where the offset vector register group EMUL=(EEW/SEW)*LMUL falls below 1/8,cp_vs2_edges,"cp_vs2_edges with ls variant tests edge offset values in vs2 elements that are added to the base address for indexed load/store operations, directly exercising the indexed addressing mechanism.",cmp_vs3_vs2,"Testing vs3==vs2 for vsuxei* instructions exercises the indexed store operation where the same register supplies both the store data and the byte-address offsets, verifying correct operand handling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_ls_indexed_zero_extended_sew{8/16}, cp_custom_ls_indexed_truncated, cp_ssstrictv_ls_idx_emul_gt8, cp_ssstrictv_ls_idx_emul_lt_f8, cp_vs2_edges, cmp_vs3_vs2) collectively exercise vector_ls_indexed_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_indexed_EEW,"Indexed operations use the explicit EEW encoding in the instruction to set the size of the indices used, and use SEW/LMUL to specify the data width.",cp_exceptionsv_LS_stdtrapvec,Indexed operations use explicit EEW encoding for index size - coverpoint tests these for unsupported EEW raising exceptions,cp_vs2_edges,"cp_vs2_edges is exercised across vluxei8/16/32/64 and similar instructions, testing vs2 index edge values at each explicit EEW encoding (8, 16, 32, 64 bit indices).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_exceptionsv_LS_stdtrapvec, cp_vs2_edges) collectively exercise vector_ls_indexed_EEW across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_ins_req,Implementations must provide vector loads and stores with EEWs corresponding to all supported SEW settings.,cp_exceptionsv_LS_stdtrapvec,Tests the boundary between supported and unsupported EEW by verifying legal EEW executes correctly while unsupported EEW raises exceptions,cp_ssstrictv_ls_eew_lt_sewmin,"Coverpoint implicitly tests the boundary of this rule - implementations must support EEW corresponding to supported SEW settings, so EEW below SEWMIN is unsupported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_exceptionsv_LS_stdtrapvec, cp_ssstrictv_ls_eew_lt_sewmin) collectively exercise vector_ls_ins_req across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_ins_rsv,Vector load/store encodings for unsupported EEW widths are reserved.,cp_exceptionsv_LS_stdtrapvec,Directly tests that vector load/store encodings for unsupported EEW widths are reserved and raise illegal instruction exceptions,cp_ssstrictv_ls_eew_2x_elen,Coverpoint directly tests that unsupported EEW widths (2*ELEN) in vector load/store encodings are treated as reserved and trap,cp_ssstrictv_ls_eew_lt_sewmin,Coverpoint directly tests that vector load/store encodings with unsupported EEW widths (EEW < SEWMIN) are reserved and cause a trap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_exceptionsv_LS_stdtrapvec, cp_ssstrictv_ls_eew_2x_elen, cp_ssstrictv_ls_eew_lt_sewmin) collectively exercise vector_ls_ins_rsv across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_bytewise,The vector offset operand is treated as a vector of byte-address offsets.,cp_vs2_edges,"cp_vs2_edges ls variant tests vs2 offset edge values {0, random < 2*VLMAX} which are byte-address offsets, exercising the rule that vector offset operands are treated as byte-address offsets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_edges coverpoint exercises vector_ls_bytewise, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_XLEN_dep,"If the vector offset elements are narrower than XLEN, they are zero-extended to XLEN before adding to the base effective address.  If the vector offset elements are wider than XLEN, the least-significant XLEN bits are used in the address calculation.",cp_custom_ls_indexed_zero_extended_sew{8/16},"This coverpoint directly tests that vector offset elements narrower than XLEN are zero-extended (not sign-extended) before adding to the base effective address, by using SEW=8/16 offsets set to all ones and verifying the unsigned interpretation is used.",cp_custom_ls_indexed_truncated,"The coverpoint tests that when vector offset elements are wider than XLEN (SEW=64 on RV32), the least-significant XLEN bits are used in the address calculation, which is exactly the truncation behavior described by this rule.",cp_vs2_edges,cp_vs2_edges ls variant tests edge offset values in vs2 elements which interact with XLEN-dependent zero-extension or truncation when offset element width differs from XLEN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_ls_indexed_zero_extended_sew{8/16}, cp_custom_ls_indexed_truncated, cp_vs2_edges) collectively exercise vector_ls_XLEN_dep across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_EEW_rsv,"If the implementation does not support the EEW of the offset elements, the instruction is reserved.",cp_exceptionsv_LS_stdtrapvec,Tests that unsupported EEW for offset elements raises illegal instruction exceptions,cp_ssstrictv_ls_eew_lt_sewmin,"Coverpoint directly tests that when the implementation does not support the EEW (because it is below SEWMIN), the instruction is treated as reserved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_exceptionsv_LS_stdtrapvec, cp_ssstrictv_ls_eew_lt_sewmin) collectively exercise vector_ls_EEW_rsv across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_stride_ordered_op,"Vector unit-stride and constant-stride memory accesses do not guarantee ordering between individual element accesses.  The vector indexed load and store memory operations have two forms, ordered and unordered.  The indexed-ordered variants preserve element ordering on memory accesses.",cp_rs2_edges,"Edge coverpoint cp_rs2_edges on [vlse16.v, vlse32.v, vlse64.v, vlse8.v, vsse16.v, ... (8 total)] tests vector_ls_stride_ordered_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vloxei16.v, vloxei32.v, vloxei64.v, vloxei8.v, vsoxei16.v, ... (8 total)] tests vector_ls_stride_ordered_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs2_edges, cp_vs2_edges) collectively exercise vector_ls_stride_ordered_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_stride_unordered_op,"For unordered instructions (mop[1:0]!=11) there is no guarantee on element access order.  If the accesses are to a strongly ordered IO region, the element accesses can be initiated in any order.",cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vluxei16.v, vluxei32.v, vluxei64.v, vluxei8.v, vsuxei16.v, ... (8 total)] tests vector_ls_stride_unordered_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_edges coverpoint exercises vector_ls_stride_unordered_op, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_stride_unordered_precise,"For implementations with precise vector traps, exceptions on indexed-unordered stores must also be precise.",cp_exceptionsv_address_fault,"An address fault on a vector store generates a precise trap with vstart pointing to the faulting element, directly exercising the 'precise trap' requirement for indexed-unordered stores.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"Previous mapping was cp_asm_count (too generic). The rule requires precise traps for indexed-unordered stores on implementations with precise traps. cp_exceptionsv_address_fault tests that an element-level address fault on a vector LS is reported precisely (correct vstart), which is exactly the precision requirement.",Test specifically exercises indexed-unordered stores; general store faults are exercised but fully indexed-unordered store fault paths may require additional test coverage.,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_nf_op,"The nf[2:0] field encodes the number of fields in each segment.  For regular vector loads and stores, nf=0, indicating that a single value is moved between a vector register group and memory at each element position.  Larger values in the nf field are used to access multiple contiguous fields within a segment as described below in .",cp_ssstrict_ls_nf_eew,"cp_ssstrict_ls_nf_eew exercises the nf field encoding for segmented loads and stores, including reserved nf encodings.",cp_ssstrictv_ls_emul_nfields_16,"cp_ssstrictv_ls_emul_nfields_16 exercises nf field combined with EMUL, covering the nf field's role in segment count encoding.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_ssstrict_ls_nf_eew, cp_ssstrictv_ls_emul_nfields_16) collectively exercise vector_ls_nf_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
